Player,Game,Team,Hero,Stat,Role,Best Attribute,Actual Result
1081,36,271,2,1,0,0,1
1082,36,271,53,1,1,1,1
1083,36,271,28,0,4,1,1
1084,36,271,102,0,5,0,1
1085,36,272,76,0,4,1,0
1086,36,272,17,0,2,0,0
1087,36,272,75,1,5,0,0
1088,36,272,36,0,5,0,0
1089,37,273,75,0,5,0,0
1090,37,273,14,0,2,0,0
1091,37,273,30,1,1,1,0
1092,37,273,28,1,0,0,0
1093,37,274,36,1,5,2,1
1094,37,274,34,1,3,2,1
1095,37,274,62,0,0,0,1
1096,37,274,47,1,1,1,1
1097,38,275,34,0,0,0,1
1098,38,275,36,1,2,0,1
1099,38,275,95,0,3,2,1
1100,38,275,19,1,1,1,1
1101,38,276,36,1,1,1,0
1102,38,276,52,0,5,2,0
1103,38,276,34,0,0,0,0
1104,38,276,5,0,4,1,0
1105,39,277,50,0,5,2,0
1106,39,277,41,1,1,1,0
1107,39,277,44,1,0,0,0
1108,39,277,75,0,2,0,0
1109,39,278,50,1,1,1,1
1110,39,278,34,0,1,1,1
1111,39,278,95,0,5,2,1
1112,39,278,5,1,2,0,1
1113,40,279,76,0,4,1,1
1114,40,279,47,0,5,0,1
1115,40,279,19,0,1,1,1
1116,40,279,75,0,0,0,1
1117,40,280,52,0,4,1,0
1118,40,280,25,0,5,2,0
1119,40,280,65,1,0,0,0
1120,40,280,19,1,2,0,0
1121,41,281,95,1,5,2,0
1122,41,281,35,0,4,1,0
1123,41,281,18,0,2,0,0
1124,41,281,36,0,0,0,0
1125,41,282,41,0,1,1,1
1126,41,282,47,0,3,2,1
1127,41,282,75,1,5,0,1
1128,41,282,26,0,2,0,1
1129,42,283,95,1,0,0,0
1130,42,283,31,1,2,0,0
1131,42,283,18,0,3,2,0
1132,42,283,14,1,1,1,0
1133,42,284,44,0,5,0,1
1134,42,284,35,0,4,1,1
1135,42,284,75,0,0,0,1
1136,42,284,93,0,2,0,1
1137,43,285,52,1,0,0,1
1138,43,285,11,0,1,1,1
1139,43,285,54,0,3,2,1
1140,43,285,102,1,2,0,1
1141,43,286,19,0,1,1,0
1142,43,286,41,1,2,0,0
1143,43,286,75,0,0,0,0
1144,43,286,28,0,4,1,0
1145,44,287,95,0,1,1,1
1146,44,287,41,1,5,1,1
1147,44,287,47,0,2,0,1
1148,44,287,36,1,0,0,1
1149,44,288,30,0,2,0,0
1150,44,288,44,0,5,0,0
1151,44,288,95,0,0,0,0
1152,44,288,11,1,1,1,0
1153,45,289,26,1,0,0,0
1154,45,289,20,0,5,0,0
1155,45,289,102,0,4,1,0
1156,45,289,62,1,1,1,0
1157,45,290,5,0,3,2,1
1158,45,290,25,0,4,1,1
1159,45,290,65,1,0,0,1
1160,45,290,44,1,5,1,1
1161,46,291,92,0,2,0,1
1162,46,291,28,1,5,0,1
1163,46,291,5,1,0,0,1
1164,46,291,50,0,0,0,1
1165,46,292,93,1,2,0,0
1166,46,292,70,0,3,0,0
1167,46,292,62,1,5,0,0
1168,46,292,14,0,1,1,0
1169,47,293,34,0,4,1,1
1170,47,293,15,1,1,1,0
1171,47,293,5,1,2,0,0
1172,47,293,92,0,4,1,0
1173,47,294,34,0,4,1,1
1174,47,294,35,0,5,2,1
1175,47,294,75,0,0,0,1
1176,47,294,44,1,2,0,1
1177,48,295,62,0,1,1,1
1178,48,295,28,1,5,2,1
1179,48,295,18,1,2,0,1
1180,48,295,53,1,0,0,1
1181,48,296,35,0,5,2,0
1182,48,296,44,1,2,0,0
1183,48,296,90,0,0,0,0
1184,48,296,11,0,1,1,0
1185,49,297,75,0,0,0,1
1186,49,297,35,1,1,1,1
1187,49,297,28,0,3,2,1
1188,49,297,50,0,2,0,1
1189,49,298,93,1,2,0,0
1190,49,298,43,0,1,1,0
1191,49,298,65,1,0,0,0
1192,49,298,53,1,5,1,0
1193,50,299,62,0,0,0,1
1194,50,299,36,1,2,0,1
1195,50,299,35,1,1,1,1
1196,50,299,17,0,4,1,1
1197,50,300,9,0,4,1,0
1198,50,300,93,0,5,0,0
1199,50,300,95,1,5,0,0
1200,50,300,20,0,2,0,0
1201,51,301,62,0,0,0,1
1202,51,301,52,1,1,1,1
1203,51,301,18,1,2,0,1
1204,51,301,54,1,3,2,1
1205,51,302,70,0,1,1,0
1206,51,302,19,0,4,1,0
1207,51,302,90,1,2,0,0
1208,51,302,47,1,5,0,0
1209,52,303,28,0,0,0,1
1210,52,303,30,0,1,1,1
1211,52,303,41,0,3,2,1
1212,52,303,35,0,2,0,1
1213,52,304,34,0,5,2,0
1214,52,304,93,0,2,0,0
1215,52,304,75,1,0,0,0
1216,52,304,14,0,4,1,0
1217,53,305,36,1,1,1,0
1218,53,305,54,0,3,2,0
1219,53,305,50,0,5,0,0
1220,53,305,62,1,2,0,0
1221,53,306,52,0,5,2,1
1222,53,306,30,0,4,1,1
1223,53,306,90,0,0,0,1
1224,53,306,84,1,2,0,1
1225,54,307,35,1,1,1,1
1226,54,307,18,0,2,0,1
1227,54,307,9,0,4,1,1
1228,54,307,20,0,0,0,1
1229,54,308,28,0,1,1,0
1230,54,308,50,0,3,2,0
1231,54,308,65,1,0,0,0
1232,54,308,43,1,3,2,0
1233,55,309,90,1,2,0,1
1234,55,309,69,0,3,2,1
1235,55,309,53,0,1,1,1
1236,55,309,17,1,5,0,1
1237,55,310,34,1,1,1,0
1238,55,310,5,0,4,1,0
1239,55,310,95,1,5,0,0
1240,55,310,30,0,5,0,0
1241,56,311,15,1,0,0,0
1242,56,311,47,0,1,1,0
1243,56,311,54,0,2,0,0
1244,56,311,95,1,3,2,0
1245,56,312,30,0,5,2,1
1246,56,312,44,1,2,0,1
1247,56,312,95,1,0,0,1
1248,56,312,84,0,3,2,1
1249,57,313,95,1,5,2,1
1250,57,313,5,0,4,1,1
1251,57,313,76,0,2,0,1
1252,57,313,69,1,0,0,1
1253,57,314,19,0,3,2,0
1254,57,314,52,0,1,1,0
1255,57,314,62,1,0,0,0
1256,57,314,41,1,3,2,0
1257,58,315,102,1,0,0,0
1258,58,315,18,1,2,0,0
1259,58,315,5,1,5,2,0
1260,58,315,9,0,1,1,0
1261,58,316,36,0,2,0,1
1262,58,316,30,0,1,1,1
1263,58,316,90,0,0,0,1
1264,58,316,76,0,5,0,1
1265,59,317,95,1,0,0,1
1266,59,317,50,0,3,2,1
1267,59,317,35,1,2,0,1
1268,59,317,9,0,1,1,1
1269,59,318,30,1,1,1,0
1270,59,318,36,0,3,2,0
1271,59,318,62,1,5,2,0
1272,59,318,34,1,5,2,0
1273,60,319,92,1,0,0,1
1274,60,319,19,0,4,1,1
1275,60,319,47,1,2,0,1
1276,60,319,44,0,1,1,1
1277,60,320,2,0,3,2,0
1278,60,320,17,1,1,1,0
1279,60,320,90,0,0,0,0
1280,60,320,36,0,5,2,0
1281,61,321,50,1,0,0,1
1282,61,321,34,0,2,0,1
1283,61,321,28,0,4,1,1
1284,61,321,53,0,1,1,1
1285,61,322,54,0,5,0,0
1286,61,322,43,1,3,2,0
1287,61,322,65,1,0,0,0
1288,61,322,30,1,1,1,0
1289,62,323,62,0,4,1,1
1290,62,323,19,0,5,2,1
1291,62,323,9,1,1,1,1
1292,62,323,18,0,2,0,1
1293,62,324,11,0,2,0,0
1294,62,324,14,0,5,0,0
1295,62,324,95,1,5,0,0
1296,62,324,47,0,3,2,0
1297,63,325,90,0,0,0,0
1298,63,325,50,0,2,0,0
1299,63,325,14,0,1,1,0
1300,63,325,52,0,3,2,0
1301,63,326,30,1,5,1,1
1302,63,326,36,1,2,0,1
1303,63,326,95,1,0,0,1
1304,63,326,53,0,4,1,1
1305,64,327,90,1,0,0,1
1306,64,327,28,0,4,1,1
1307,64,327,30,1,2,0,1
1308,64,327,70,0,1,1,1
1309,64,328,42,0,3,2,0
1310,64,328,53,1,1,1,0
1311,64,328,75,1,0,0,0
1312,64,328,31,0,2,0,0
1313,65,329,34,1,0,0,0
1314,65,329,18,1,1,1,0
1315,65,329,54,0,3,2,0
1316,65,329,92,0,5,2,0
1317,65,330,31,0,5,2,1
1318,65,330,20,0,2,0,1
1319,65,330,90,0,0,0,1
1320,65,330,54,0,1,1,1
1321,66,331,75,0,5,2,1
1322,66,331,15,0,3,2,1
1323,66,331,44,0,2,0,1
1324,66,331,35,1,0,0,1
1325,66,332,17,0,1,1,0
1326,66,332,31,1,5,0,0
1327,66,332,62,1,0,0,0
1328,66,332,54,0,2,0,0
1329,67,333,92,0,0,0,1
1330,67,333,30,1,5,2,1
1331,67,333,54,0,1,1,1
1332,67,333,52,1,2,0,1
1333,67,334,31,1,3,2,0
1334,67,334,84,0,1,1,0
1335,67,334,95,0,0,0,0
1336,67,334,93,0,2,0,0
1337,68,335,42,1,0,0,0
1338,68,335,9,0,3,2,0
1339,68,335,17,0,2,0,0
1340,68,335,102,0,1,1,0
1341,68,336,34,0,1,1,1
1342,68,336,50,1,3,2,1
1343,68,336,90,1,0,0,1
1344,68,336,31,0,4,1,1
1345,69,337,92,0,5,2,0
1346,69,337,9,0,1,1,0
1347,69,337,53,1,3,2,0
1348,69,337,50,1,0,0,0
1349,69,338,62,0,5,2,1
1350,69,338,31,0,4,1,1
1351,69,338,30,1,0,0,1
1352,69,338,53,0,1,1,1
1353,70,339,18,1,0,0,1
1354,70,339,42,0,1,1,1
1355,70,339,69,0,2,0,1
1356,70,339,53,0,4,1,1
1357,70,340,43,0,0,0,0
1358,70,340,5,0,1,1,0
1359,70,340,65,0,3,2,0
1360,70,340,50,0,2,0,0
1361,71,341,69,0,3,2,1
1362,71,341,30,0,5,2,1
1363,71,341,53,0,1,1,1
1364,71,341,2,0,2,0,1
1365,71,342,5,0,5,0,0
1366,71,342,93,1,2,0,0
1367,71,342,90,1,5,0,0
1368,71,342,52,0,4,1,0
1369,72,343,70,0,1,1,1
1370,72,343,50,0,3,2,1
1371,72,343,54,0,2,0,1
1372,72,343,69,0,5,0,1
1373,72,344,25,1,2,0,0
1374,72,344,84,0,4,1,0
1375,72,344,95,1,0,0,0
1376,72,344,52,0,1,1,0
1377,73,345,62,0,5,2,1
1378,73,345,76,0,4,1,1
1379,73,345,53,0,2,0,1
1380,73,345,50,0,1,1,1
1381,73,346,41,0,3,0,0
1382,73,346,25,1,3,2,0
1383,73,346,62,1,0,0,0
1384,73,346,71,0,1,1,0
1385,74,347,90,0,0,0,0
1386,74,347,44,1,5,2,0
1387,74,347,53,0,2,0,0
1388,74,347,47,0,4,1,0
1389,74,348,84,0,5,0,1
1390,74,348,5,0,3,0,1
1391,74,348,90,0,0,0,1
1392,74,348,28,0,2,0,1
1393,75,349,36,1,0,0,0
1394,75,349,50,0,1,1,0
1395,75,349,15,0,2,0,0
1396,75,349,35,0,4,1,0
1397,75,350,76,1,3,2,1
1398,75,350,25,1,2,0,1
